,NAME,Address1,Address2,PHONE,street address,city,zipcode
2124,Ner Tamid Ezra Habonim Eqlitarian Minyan of Northtown,"7311 N Western AveChicago, IL 60645","7311+N+Western+AveChicago,+IL+60645",(773) 262-2021,7311 N Western Ave,Chicago,60645
2125,Branch Community Church,"6101 W Foster AveChicago, IL 60630","6101+W+Foster+AveChicago,+IL+60630",(773) 763-5300,6101 W Foster Ave,Chicago,60630
2126,The Church On The Way Praise Center,"8538 S Racine AveChicago, IL 60620","8538+S+Racine+AveChicago,+IL+60620",(773) 783-5309,8538 S Racine Ave,Chicago,60620
2127,Church of Christ Stony Island,"1600 E 84th StChicago, IL 60617","1600+E+84th+StChicago,+IL+60617",(773) 375-3030,1600 E 84th St,Chicago,60617
2128,St. James Industrial Baptist Church,"8539 S Racine AveChicago, IL 60620","8539+S+Racine+AveChicago,+IL+60620",(773) 891-1264,8539 S Racine Ave,Chicago,60620
2129,Congregation Atereth Yehoshoa,"2915 W Touhy AveChicago, IL 60645","2915+W+Touhy+AveChicago,+IL+60645",(773) 764-1382,2915 W Touhy Ave,Chicago,60645
2130,Chicago Tabernacle,"3737 W 79th StChicago, IL 60652","3737+W+79th+StChicago,+IL+60652",(773) 581-9654,3737 W 79th St,Chicago,60652
2131,Jehovah's Witness,"8515 S Ashland AveChicago, IL 60620","8515+S+Ashland+AveChicago,+IL+60620",(773) 779-7749,8515 S Ashland Ave,Chicago,60620
2132,Northside Community Church,"7335 N Western AveChicago, IL 60645","7335+N+Western+AveChicago,+IL+60645",(773) 856-0184,7335 N Western Ave,Chicago,60645
2133,Church of The Living God Pentecostal,"8626 S Summit AveChicago, IL 60620","8626+S+Summit+AveChicago,+IL+60620",(773) 873-0600,8626 S Summit Ave,Chicago,60620
2134,Seventh Presbyterian Church,"8623 S Sangamon StChicago, IL 60620","8623+S+Sangamon+StChicago,+IL+60620",(773) 483-1080,8623 S Sangamon St,Chicago,60620
2135,Christ Soldiers Outreach Ministries,"8543 S Ashland AveChicago, IL 60620","8543+S+Ashland+AveChicago,+IL+60620",(773) 840-3043,8543 S Ashland Ave,Chicago,60620
2136,J Quinn & Assoc,"8153 S Kingston AveChicago, IL 60617","8153+S+Kingston+AveChicago,+IL+60617",(773) 374-7954,8153 S Kingston Ave,Chicago,60617
2137,Anointed by Christ Church,"8547 S Ashland Ave Ste 1Chicago, IL 60620","8547+S+Ashland+Ave+Ste+1Chicago,+IL+60620",(773) 941-8017,8547 S Ashland Ave Ste 1,Chicago,60620
2138,Miracle House Of Prayer,"8638-40 S. MichiganChicago, IL 60619","8638-40+S.+MichiganChicago,+IL+60619",(773) 224-8880,8638-40 S. Michigan,Chicago,60619
2139,Breatth of Life,"2149 E 83rd StChicago, IL 60617","2149+E+83rd+StChicago,+IL+60617",(773) 437-5208,2149 E 83rd St,Chicago,60617
2140,Way To Salvation,"8600 S Bishop StChicago, IL 60620","8600+S+Bishop+StChicago,+IL+60620",(773) 238-3646,8600 S Bishop St,Chicago,60620
2141,King Of Glory Tabernacle Chr,"2314 E 83rd StChicago, IL 60617","2314+E+83rd+StChicago,+IL+60617",(773) 375-3537,2314 E 83rd St,Chicago,60617
2142,Prayer Band of Faith Deliverance Church,"522 W 87th StChicago, IL 60620","522+W+87th+StChicago,+IL+60620",(773) 994-9453,522 W 87th St,Chicago,60620
2143,Benedictine Sisters of Chicago,"7430 N Ridge BlvdChicago, IL 60645","7430+N+Ridge+BlvdChicago,+IL+60645",(773) 764-2413,7430 N Ridge Blvd,Chicago,60645
2144,International Pentecostal Assembly,"6200 W Foster AveChicago, IL 60630","6200+W+Foster+AveChicago,+IL+60630",(773) 628-7737,6200 W Foster Ave,Chicago,60630
2145,The Evangelistic Praise House of Jesus Christ,"120 East 87th StreetChicago, IL 60619","120+East+87th+StreetChicago,+IL+60619",(773) 633-2633,120 East 87th Street,Chicago,60619
2146,Oriole Christian Assembly,"3400 N Oriole AveChicago, IL 60634","3400+N+Oriole+AveChicago,+IL+60634",(773) 625-7262,3400 N Oriole Ave,Chicago,60634
2147,Gospel Way Covenant Church,"8152 S Saginaw AveChicago, IL 60617","8152+S+Saginaw+AveChicago,+IL+60617",(773) 933-7851,8152 S Saginaw Ave,Chicago,60617
2148,Zion Lutheran Church,"8455 S Stony Island AveChicago, IL 60617","8455+S+Stony+Island+AveChicago,+IL+60617",(773) 375-0447,8455 S Stony Island Ave,Chicago,60617
2149,Shadow Of The Almighty,"7425 N Western AveChicago, IL 60645","7425+N+Western+AveChicago,+IL+60645",(630) 861-0975,7425 N Western Ave,Chicago,60645
2150,Christ Covenant Ministries,"7425 N Western AveChicago, IL 60645","7425+N+Western+AveChicago,+IL+60645",(773) 293-7126,7425 N Western Ave,Chicago,60645
2151,Abundant Life Mission Church,"7620 N Rogers AveChicago, IL 60626","7620+N+Rogers+AveChicago,+IL+60626",(773) 743-8576,7620 N Rogers Ave,Chicago,60626
2152,Revival Center Church,"858 W 87th StChicago, IL 60620","858+W+87th+StChicago,+IL+60620",(773) 846-3796,858 W 87th St,Chicago,60620
2153,Christian Liberty Missionary Baptist Church,"1134 W 87th StChicago, IL 60620","1134+W+87th+StChicago,+IL+60620",(773) 924-5249,1134 W 87th St,Chicago,60620
2154,Increasing In Christ Ministries,"1146 W 87th StChicago, IL 60620","1146+W+87th+StChicago,+IL+60620",(773) 994-3332,1146 W 87th St,Chicago,60620
2155,New Gresham United Methodist Church,"8700 S Emerald AveChicago, IL 60620","8700+S+Emerald+AveChicago,+IL+60620",(773) 651-8446,8700 S Emerald Ave,Chicago,60620
2156,Bishop Charles Thomas,"8727 S State StChicago, IL 60619","8727+S+State+StChicago,+IL+60619",(773) 488-7003,8727 S State St,Chicago,60619
2157,The Way Mission,"7540 N Damen AveChicago, IL 60645","7540+N+Damen+AveChicago,+IL+60645",(773) 761-7293,7540 N Damen Ave,Chicago,60645
2158,St Kilian Church,"8725 S May StChicago, IL 60620","8725+S+May+StChicago,+IL+60620",(773) 651-4000,8725 S May St,Chicago,60620
2159,Concerned Christian Men,"820 E 87th StChicago, IL 60619","820+E+87th+StChicago,+IL+60619",(773) 675-5992,820 E 87th St,Chicago,60619
2160,Shomrim,"3354 N Overhill AveChicago, IL 60634","3354+N+Overhill+AveChicago,+IL+60634",(773) 463-4780,3354 N Overhill Ave,Chicago,60634
2161,Zion Temple Church Of Christ,"2517 E 83rd StChicago, IL 60617","2517+E+83rd+StChicago,+IL+60617",(773) 374-0411,2517 E 83rd St,Chicago,60617
2162,St. Samuel Temple Church of God in Christ,"8749 S State StChicago, IL 60619","8749+S+State+StChicago,+IL+60619",(773) 874-8282,8749 S State St,Chicago,60619
2163,Celestial Church Of Christ,"2009 W Howard StChicago, IL 60645","2009+W+Howard+StChicago,+IL+60645",(773) 961-8109,2009 W Howard St,Chicago,60645
2164,Memorial Missionary Baptist Church,"1546 W 87th StChicago, IL 60620","1546+W+87th+StChicago,+IL+60620",(773) 233-5033,1546 W 87th St,Chicago,60620
2165,Holly Hunt Bedford Park,"5025 W 73rd StChicago, IL 60638","5025+W+73rd+StChicago,+IL+60638",(708) 821-1000,5025 W 73rd St,Chicago,60638
2166,True Foundation Baptist Church,"8801 S Normal AveChicago, IL 60620","8801+S+Normal+AveChicago,+IL+60620",(773) 994-8896,8801 S Normal Ave,Chicago,60620
2167,New Nation Anointed Ministries,"1700 W 87th StChicago, IL 60620","1700+W+87th+StChicago,+IL+60620",(773) 941-5120,1700 W 87th St,Chicago,60620
2168,North Shore Spanish Baptist Church,"5158 N Nagle AveChicago, IL 60630","5158+N+Nagle+AveChicago,+IL+60630",(773) 775-7076,5158 N Nagle Ave,Chicago,60630
2169,Beacon Light Baptist Church,"8803 S Harvard AveChicago, IL 60620","8803+S+Harvard+AveChicago,+IL+60620",(773) 224-7776,8803 S Harvard Ave,Chicago,60620
2170,Christ Apostolic Church,"8159 S Exchange AveChicago, IL 60617","8159+S+Exchange+AveChicago,+IL+60617",(773) 721-2119,8159 S Exchange Ave,Chicago,60617
2171,Tenrikyo Washington Church,"6049 N Maplewood AveChicago, IL 60659","6049+N+Maplewood+AveChicago,+IL+60659",(773) 338-8701,6049 N Maplewood Ave,Chicago,60659
2172,Good News Community Church,"7649 N Paulina StChicago, IL 60626","7649+N+Paulina+StChicago,+IL+60626",(872) 302-4032,7649 N Paulina St,Chicago,60626
2173,Grace & Glory Gospel Chapel,"7708 S Indiana AveChicago, IL 60619","7708+S+Indiana+AveChicago,+IL+60619",(773) 783-9022,7708 S Indiana Ave,Chicago,60619
2174,Brynford Bible Church,"5700 N Pulaski RdChicago, IL 60646","5700+N+Pulaski+RdChicago,+IL+60646",(773) 267-5700,5700 N Pulaski Rd,Chicago,60646
2175,Victory Worship Center,"3750 N Neva AveChicago, IL 60634","3750+N+Neva+AveChicago,+IL+60634",(224) 251-8157,3750 N Neva Ave,Chicago,60634
2176,Northwest Bible Chapel,"5555 N Lotus AveChicago, IL 60630","5555+N+Lotus+AveChicago,+IL+60630",(773) 631-7447,5555 N Lotus Ave,Chicago,60630
2177,St Margaret Mary's Activity Center Inc,"7331 N Claremont AveChicago, IL 60645","7331+N+Claremont+AveChicago,+IL+60645",(773) 338-4144,7331 N Claremont Ave,Chicago,60645
2178,North Shore Congregation Jehovah Witness,"1250 W Farwell AveChicago, IL 60626","1250+W+Farwell+AveChicago,+IL+60626",(773) 262-7423,1250 W Farwell Ave,Chicago,60626
2179,A Passion For Christ,"2249-51 East 71st StreetChicago, IL 60649","2249-51+East+71st+StreetChicago,+IL+60649",(773) 324-6899,2249-51 East 71st Street,Chicago,60649
2180,Congregation Poalie Zedeck,"2801 W Albion AveChicago, IL 60645","2801+W+Albion+AveChicago,+IL+60645",(773) 764-5680,2801 W Albion Ave,Chicago,60645
2181,Ward Evangelism Healing Worship Center,"2507 W 79th StChicago, IL 60652","2507+W+79th+StChicago,+IL+60652",(773) 424-6314,2507 W 79th St,Chicago,60652
2182,St Rosalie Church,"4401 N Oak Park AveHarwood Heights, IL 60706","4401+N+Oak+Park+AveHarwood+Heights,+IL+60706",(708) 867-8817,4401 N Oak Park Ave,Harwood Heights,60706
2183,Prayer Garden Ministries,"6620 W Gunnison StHarwood Heights, IL 60706","6620+W+Gunnison+StHarwood+Heights,+IL+60706",(708) 667-0923,6620 W Gunnison St,Harwood Heights,60706
2184,Bethany Baptist Church,"6700 W Gunnison StHarwood Heights, IL 60706","6700+W+Gunnison+StHarwood+Heights,+IL+60706",(708) 867-9111,6700 W Gunnison St,Harwood Heights,60706
2185,Fellowship Christian Church,"1106 Madison StOak Park, IL 60302","1106+Madison+StOak+Park,+IL+60302",(708) 386-5790,1106 Madison St,Oak Park,60302
2186,Fathers House Christian Church,"1010 Lake StOak Park, IL 60301","1010+Lake+StOak+Park,+IL+60301",(708) 613-5767,1010 Lake St,Oak Park,60301
2187,Unity Temple Congregat,"1011 Lake StOak Park, IL 60301","1011+Lake+StOak+Park,+IL+60301",(708) 613-4749,1011 Lake St,Oak Park,60301
2188,Seventh-day Adventist Church,"1154 Wisconsin AveOak Park, IL 60304","1154+Wisconsin+AveOak+Park,+IL+60304",(708) 383-1996,1154 Wisconsin Ave,Oak Park,60304
2189,St Leonard School,"3322 Clarence AveBerwyn, IL 60402","3322+Clarence+AveBerwyn,+IL+60402",(708) 749-3666,3322 Clarence Ave,Berwyn,60402
2190,First Lutheran Church,"6720 31st StBerwyn, IL 60402","6720+31st+StBerwyn,+IL+60402",(708) 788-4132,6720 31st St,Berwyn,60402
2191,Presbyterian Church of Berwyn,"6720 31st StBerwyn, IL 60402","6720+31st+StBerwyn,+IL+60402",(708) 788-4888,6720 31st St,Berwyn,60402
2192,Saint Leonard's Church,"3318 Clarence AveBerwyn, IL 60402","3318+Clarence+AveBerwyn,+IL+60402",(708) 484-0015,3318 Clarence Ave,Berwyn,60402
2193,Oak Park Avenue Baptist Church,"3101 Oak Park AveBerwyn, IL 60402","3101+Oak+Park+AveBerwyn,+IL+60402",(708) 788-3101,3101 Oak Park Ave,Berwyn,60402
2194,Emmanuel Bible Church,"6630 Ogden AveBerwyn, IL 60402","6630+Ogden+AveBerwyn,+IL+60402",(708) 484-1528,6630 Ogden Ave,Berwyn,60402
2195,Faith Chapel Taping Ministries,"6630 Ogden AveBerwyn, IL 60402","6630+Ogden+AveBerwyn,+IL+60402",(708) 749-4708,6630 Ogden Ave,Berwyn,60402
2196,Victory Outreach Spanish,"3148 Clinton AveBerwyn, IL 60402","3148+Clinton+AveBerwyn,+IL+60402",(708) 749-9080,3148 Clinton Ave,Berwyn,60402
2197,Concordia Lutheran Church,"3144 Home AveBerwyn, IL 60402","3144+Home+AveBerwyn,+IL+60402",(708) 795-7563,3144 Home Ave,Berwyn,60402
2198,Berwyn Hispanic Sda Church,"6916 34th StBerwyn, IL 60402","6916+34th+StBerwyn,+IL+60402",(630) 254-7160,6916 34th St,Berwyn,60402
2199,Dedicated To Youth Ministries,"7009 Ogden AveBerwyn, IL 60402","7009+Ogden+AveBerwyn,+IL+60402",(708) 788-7009,7009 Ogden Ave,Berwyn,60402
2200,Faith Community Church,"6825 40th StBerwyn, IL 60402","6825+40th+StBerwyn,+IL+60402",(708) 484-4268,6825 40th St,Berwyn,60402
2201,Jehovah's Witnesses,"4108 Oak Park AveBerwyn, IL 60402","4108+Oak+Park+AveBerwyn,+IL+60402",(708) 795-6526,4108 Oak Park Ave,Berwyn,60402
2202,Christian Life Center,"3409 Grove AveBerwyn, IL 60402","3409+Grove+AveBerwyn,+IL+60402",(708) 398-3234,3409 Grove Ave,Berwyn,60402
2203,Saint Pius The Tenth,"4311 Grove AveBerwyn, IL 60402","4311+Grove+AveBerwyn,+IL+60402",(708) 317-5075,4311 Grove Ave,Berwyn,60402
2204,Unity Church In Chicago,"1925 W Thome AveChicago, IL 60660","1925+W+Thome+AveChicago,+IL+60660",(773) 973-0007,1925 W Thome Ave,Chicago,60660
2205,Mind Renewing Ministries,"641 E 75th StChicago, IL 60619","641+E+75th+StChicago,+IL+60619",(773) 488-0407,641 E 75th St,Chicago,60619
2206,Gurdwara Sahib of Chicago,"2341 W Devon AveChicago, IL 60659","2341+W+Devon+AveChicago,+IL+60659",(773) 274-3133,2341 W Devon Ave,Chicago,60659
2207,Koinonia House,"6925 N Ashland BlvdChicago, IL 60626","6925+N+Ashland+BlvdChicago,+IL+60626",(773) 424-8071,6925 N Ashland Blvd,Chicago,60626
2208,Holy Spirit Missionary Sisters,"2020 W Morse AveChicago, IL 60645","2020+W+Morse+AveChicago,+IL+60645",(773) 764-3000,2020 W Morse Ave,Chicago,60645
2209,Angel Guardian Croation Church,"6346 N Ridge AveChicago, IL 60660","6346+N+Ridge+AveChicago,+IL+60660",(773) 262-0535,6346 N Ridge Ave,Chicago,60660
2210,Unification Church,"7450 N Sheridan RdChicago, IL 60626","7450+N+Sheridan+RdChicago,+IL+60626",(773) 274-7441,7450 N Sheridan Rd,Chicago,60626
2211,Life Redeeming Ministries,"2200 E 75th StChicago, IL 60649","2200+E+75th+StChicago,+IL+60649",(773) 374-7009,2200 E 75th St,Chicago,60649
2212,Blessed Assurance Faith,"1432 W 79th StChicago, IL 60620","1432+W+79th+StChicago,+IL+60620",(773) 891-2040,1432 W 79th St,Chicago,60620
2213,1st Corinthian Baptist Church,"7500 S Halsted StChicago, IL 60620","7500+S+Halsted+StChicago,+IL+60620",(773) 488-6519,7500 S Halsted St,Chicago,60620
2214,Mt Zion Spiritual Church,"1044 W 84th StChicago, IL 60620","1044+W+84th+StChicago,+IL+60620",(773) 962-9290,1044 W 84th St,Chicago,60620
2215,I Care Christian Center,"7500 S Parnell AveChicago, IL 60620","7500+S+Parnell+AveChicago,+IL+60620",(773) 994-4673,7500 S Parnell Ave,Chicago,60620
2216,Christian Bible Center,"513 E 75th StChicago, IL 60619","513+E+75th+StChicago,+IL+60619",(773) 874-6300,513 E 75th St,Chicago,60619
2217,Old Land Mark Church,"7215 S Jeffery BlvdChicago, IL 60649","7215+S+Jeffery+BlvdChicago,+IL+60649",(773) 955-1409,7215 S Jeffery Blvd,Chicago,60649
2218,Faith Family Worship Center,"6535 W Barry AveChicago, IL 60634","6535+W+Barry+AveChicago,+IL+60634",(773) 637-2422,6535 W Barry Ave,Chicago,60634
2219,St Jane De Chantal,"5252 S Austin AveChicago, IL 60638","5252+S+Austin+AveChicago,+IL+60638",(773) 767-2411,5252 S Austin Ave,Chicago,60638
2220,New Beginnings Church International Ministry,"7748 S Ashland AveChicago, IL 60620","7748+S+Ashland+AveChicago,+IL+60620",(773) 994-8149,7748 S Ashland Ave,Chicago,60620
2221,University Bible Fellowship Inc,"2420 W Albion AveChicago, IL 60645","2420+W+Albion+AveChicago,+IL+60645",(773) 508-9595,2420 W Albion Ave,Chicago,60645
2222,Pamphylia Christian Church,"8347 S Racine AveChicago, IL 60620","8347+S+Racine+AveChicago,+IL+60620",(773) 783-5003,8347 S Racine Ave,Chicago,60620
2223,Faith Chapel,"2822 E 79th StChicago, IL 60649","2822+E+79th+StChicago,+IL+60649",(773) 374-1349,2822 E 79th St,Chicago,60649
2224,Holy Garden of Prayer,"1742 W 87th StChicago, IL 60620","1742+W+87th+StChicago,+IL+60620",(773) 238-8174,1742 W 87th St,Chicago,60620
2225,Israel Methodist Community Church,"7616 S Cottage Grove AveChicago, IL 60619","7616+S+Cottage+Grove+AveChicago,+IL+60619",(773) 483-1131,7616 S Cottage Grove Ave,Chicago,60619
2226,Deliverance Center Church,"7223 S Ashland AveChicago, IL 60636","7223+S+Ashland+AveChicago,+IL+60636",(773) 783-8026,7223 S Ashland Ave,Chicago,60636
2227,Faith Bible Center Church,"7319 S Racine AveChicago, IL 60636","7319+S+Racine+AveChicago,+IL+60636",(773) 962-2526,7319 S Racine Ave,Chicago,60636
2228,Vision of Victory,"7414 S Cottage Grove AveChicago, IL 60619","7414+S+Cottage+Grove+AveChicago,+IL+60619",(773) 783-8681,7414 S Cottage Grove Ave,Chicago,60619
2229,The House of Prayer & Faith M B Church,"852 E 75th StChicago, IL 60619","852+E+75th+StChicago,+IL+60619",(773) 783-4008,852 E 75th St,Chicago,60619
2230,Praise Tabernacle,"1748 W Devon AveChicago, IL 60660","1748+W+Devon+AveChicago,+IL+60660",(773) 508-9336,1748 W Devon Ave,Chicago,60660
2231,Christian Fellowship Mb Church Of Chicago,"2024 E 73rd StChicago, IL 60649","2024+E+73rd+StChicago,+IL+60649",(773) 324-1781,2024 E 73rd St,Chicago,60649
2232,New Israelite M B Church,"1625 W 75th PlChicago, IL 60620","1625+W+75th+PlChicago,+IL+60620",(773) 488-3425,1625 W 75th Pl,Chicago,60620
2233,Knanaya Catholic Society Of Chicago,"5110 N Elston AveChicago, IL 60630","5110+N+Elston+AveChicago,+IL+60630",(773) 736-7611,5110 N Elston Ave,Chicago,60630
2234,C S I Christ Church of Chicago,"5857 W Giddings StChicago, IL 60630","5857+W+Giddings+StChicago,+IL+60630",(773) 282-0229,5857 W Giddings St,Chicago,60630
2235,Bride Of Christ Church,"4600 W Peterson AveChicago, IL 60646","4600+W+Peterson+AveChicago,+IL+60646",(773) 205-7340,4600 W Peterson Ave,Chicago,60646
2236,Joy Christian Fellowship Center,"7959 S Euclid AveChicago, IL 60617","7959+S+Euclid+AveChicago,+IL+60617",(773) 221-3987,7959 S Euclid Ave,Chicago,60617
2237,Daughters of Destiny Ministry,"3406 W 79th StChicago, IL 60652","3406+W+79th+StChicago,+IL+60652",(773) 306-0456,3406 W 79th St,Chicago,60652
2238,Spreading The Word Ministries,"2728 E 79th StChicago, IL 60649","2728+E+79th+StChicago,+IL+60649",(773) 721-9673,2728 E 79th St,Chicago,60649
2239,Harvey Memorial Community Church,"8400 S Maryland AveChicago, IL 60619","8400+S+Maryland+AveChicago,+IL+60619",(773) 488-6500,8400 S Maryland Ave,Chicago,60619
2240,From The Heart Church Ministries Of Chicago,"6641 S Troy StChicago, IL 60629","6641+S+Troy+StChicago,+IL+60629",(773) 776-6100,6641 S Troy St,Chicago,60629
2241,St Adrian's Church,"7000 S Fairfield AveChicago, IL 60629","7000+S+Fairfield+AveChicago,+IL+60629",(773) 434-3223,7000 S Fairfield Ave,Chicago,60629
2242,The Lord Is Our Sheppard Ministry,"7214 S Dorchester AveChicago, IL 60619","7214+S+Dorchester+AveChicago,+IL+60619",(773) 752-9348,7214 S Dorchester Ave,Chicago,60619
2243,New Found Faith Ministries,"1209 W 74th StChicago, IL 60636","1209+W+74th+StChicago,+IL+60636",(773) 483-9743,1209 W 74th St,Chicago,60636
2244,New Beginnings In Christ Ministries Inc,"524 E 75th StChicago, IL 60619","524+E+75th+StChicago,+IL+60619",(773) 783-1501,524 E 75th St,Chicago,60619
2245,Congregation Mishne Ugmoro,"6045 N California AveChicago, IL 60659","6045+N+California+AveChicago,+IL+60659",(773) 465-1433,6045 N California Ave,Chicago,60659
2246,Just Christ Ministries,"7427 S South Chicago AveChicago, IL 60619","7427+S+South+Chicago+AveChicago,+IL+60619",(773) 947-9315,7427 S South Chicago Ave,Chicago,60619
2247,MT Ararat Community Church,"7541 S Halsted StChicago, IL 60620","7541+S+Halsted+StChicago,+IL+60620",(773) 488-8668,7541 S Halsted St,Chicago,60620
2248,God's House Church Prayer,"937 E 75th StChicago, IL 60619","937+E+75th+StChicago,+IL+60619",(773) 783-4435,937 E 75th St,Chicago,60619
2249,St Gregory's Armenian Church,"6700 W Diversey AveChicago, IL 60707","6700+W+Diversey+AveChicago,+IL+60707",(773) 637-1711,6700 W Diversey Ave,Chicago,60707
2250,Eden United Church Of Christ,"5051 W Gunnison StChicago, IL 60630","5051+W+Gunnison+StChicago,+IL+60630",(773) 283-5557,5051 W Gunnison St,Chicago,60630
2251,Agudath Israel-Warsaw Bickur Cholin Congrtn,"3541 W Peterson AveChicago, IL 60659","3541+W+Peterson+AveChicago,+IL+60659",(773) 588-0021,3541 W Peterson Ave,Chicago,60659
2252,Faith Hope & Charity Ministries,"7810 S Ashland AveChicago, IL 60620","7810+S+Ashland+AveChicago,+IL+60620",(773) 602-1380,7810 S Ashland Ave,Chicago,60620
2253,Solid Rock Church,"1455 W 79th StChicago, IL 60620","1455+W+79th+StChicago,+IL+60620",(773) 224-1811,1455 W 79th St,Chicago,60620
2254,Temple of Mercy Association,"1716 W 79th StChicago, IL 60620","1716+W+79th+StChicago,+IL+60620",(773) 952-8829,1716 W 79th St,Chicago,60620
2255,St Michael's House of Prayer,"8000 S Aberdeen StChicago, IL 60620","8000+S+Aberdeen+StChicago,+IL+60620",(872) 818-5052,8000 S Aberdeen St,Chicago,60620
2256,Good Shepherd Presbyterian Church,"6242 W 56th StChicago, IL 60638","6242+W+56th+StChicago,+IL+60638",(773) 585-1094,6242 W 56th St,Chicago,60638
